ticker,day,filter,rv_est,rv_bench,rel_err
JPM,2026-05-13,F2 Kalman,9.044850273916076e-06,0.00021066706378898277,0.9570656650772141
JPM,2026-05-13,F3 Wavelet,0.000230168527115666,0.00021066706378898277,0.0925700628087602
JPM,2026-05-13,F4 Median,0.0001330499605384049,0.00021066706378898277,0.36843492216858337
JPM,2026-05-13,FA online,4.206578163084345e-05,0.00021066706378898277,0.8003210332253021
JPM,2026-05-14,F0 raw,0.00018890073283135117,0.00024915325143378325,0.24182914834826155
JPM,2026-05-14,F1 MA,4.165567501577934e-05,0.00024915325143378325,0.8328110318606456
JPM,2026-05-14,F2 Kalman,8.02683462165551e-06,0.00024915325143378325,0.9677835445635804
JPM,2026-05-14,F3 Wavelet,0.0001889007328313221,0.00024915325143378325,0.24182914834837818
JPM,2026-05-14,F4 Median,0.0001046904874175297,0.00024915325143378325,0.5798148857577603
JPM,2026-05-14,FA online,3.850843490120421e-05,0.00024915325143378325,0.8454427759637787
JPM,2026-05-15,F0 raw,0.00010779889533101424,4.975192914770977e-05,1.1667279475930943
