ticker,filter,optimizer,seed,holdout_mse,train_loss
AAPL,F4,adamw,1,0.0005007406342113961,1.928849551100506e-05
AAPL,F6,sgd,0,0.0002968013258428137,6.129284927529489e-06
AAPL,F6,sgd,1,0.0002989338799027744,6.024466300433498e-06
AAPL,F6,clipped_sgd,0,0.0002968013258428137,6.129284927529489e-06
AAPL,F6,clipped_sgd,1,0.0002989338799027744,6.024466300433498e-06
AAPL,F6,normalized_sgd,0,0.00043926422508419843,4.4695969780320214e-08
AAPL,F6,normalized_sgd,1,0.00043908864906111564,4.4704926817298946e-08
AAPL,F6,adam,0,0.0003945026330491894,4.6756694646735207e-08
AAPL,F6,adam,1,0.0003941507975657227,4.681598742823602e-08
AAPL,F6,adamw,0,0.0003944718682622516,4.6759534285223906e-08
AAPL,F6,adamw,1,0.0003941214630974953,4.681872075160822e-08
AAPL,F7,sgd,0,0.0002962199104878211,2.745419956022548e-06
AAPL,F7,sgd,1,0.0002983311350179898,2.705013793613366e-06
AAPL,F7,clipped_sgd,0,0.0002962199104878211,2.745419956022548e-06
AAPL,F7,clipped_sgd,1,0.0002983311350179898,2.705013793613366e-06
AAPL,F7,normalized_sgd,0,0.0007921426108243442,5.697287889797841e-07
AAPL,F7,normalized_sgd,1,0.0007928096237771595,5.697277429881721e-07
AAPL,F7,adam,0,0.0007941871342679959,5.697238944188434e-07
AAPL,F7,adam,1,0.0007941875480448247,5.697238944180475e-07
AAPL,F7,adamw,0,0.0007941407978536727,5.697238951894285e-07
AAPL,F7,adamw,1,0.0007941418120951013,5.697238951584124e-07
AAPL,F0,sgd,0,0.0004310970036901944,0.0003298736428610935
AAPL,F0,sgd,1,0.0004317968777432108,0.00033029178396426484
AAPL,F0,clipped_sgd,0,0.0004310970036901944,0.0003298736428610935
AAPL,F0,clipped_sgd,1,0.0004317968777432108,0.00033029178396426484
AAPL,F0,normalized_sgd,0,0.00043023662198939507,0.0003277301990870372
AAPL,F0,normalized_sgd,1,0.0004302383557322068,0.0003277300397004926
AAPL,F0,adam,0,0.00043024184262409836,0.0003277299196143297
AAPL,F0,adam,1,0.00043024184262409836,0.0003277299196143297
AAPL,F0,adamw,0,0.00043024184159135573,0.0003277299196143313
AAPL,F0,adamw,1,0.00043024184145979354,0.0003277299196143318
AAPL,F1,sgd,0,0.0004405452261496308,4.559856164226967e-05
AAPL,F1,sgd,1,0.0004424833177746361,4.532587117792825e-05
AAPL,F1,clipped_sgd,0,0.0004405452261496308,4.559856164226967e-05
AAPL,F1,clipped_sgd,1,0.0004424833177746361,4.532587117792825e-05
AAPL,F1,normalized_sgd,0,0.0006868236896758462,2.1741819199115915e-05
AAPL,F1,normalized_sgd,1,0.0006869516014817733,2.1741904933813015e-05
AAPL,F1,adam,0,0.0006867620359138603,2.1741809041840172e-05
AAPL,F1,adam,1,0.0006867620359138602,2.1741809041840172e-05
AAPL,F1,adamw,0,0.0006867576996711382,2.1741809042972526e-05
AAPL,F1,adamw,1,0.0006867577655940947,2.1741809042937734e-05
AAPL,F2,sgd,0,0.0004351492693685474,2.6318732500921473e-06
AAPL,F2,sgd,1,0.00043696170810755483,2.5886011952154893e-06
AAPL,F2,clipped_sgd,0,0.0004351492693685474,2.6318732500921473e-06
AAPL,F2,clipped_sgd,1,0.00043696170810755483,2.5886011952154893e-06
AAPL,F2,normalized_sgd,0,0.0007218257185190473,1.0463967125745701e-07
AAPL,F2,normalized_sgd,1,0.0007222903953851753,1.0463958751669157e-07
AAPL,F2,adam,0,0.0007211496478643448,1.0463790646200899e-07
AAPL,F2,adam,1,0.0007212959700026753,1.0463751646031687e-07
AAPL,F2,adamw,0,0.0007211124254618031,1.0463794077092907e-07
AAPL,F2,adamw,1,0.0007212590401406124,1.0463754705254203e-07
AAPL,F3,sgd,0,0.0004341600738071115,1.9341460015902605e-05
AAPL,F3,sgd,1,0.00043589468751581385,1.9334126780307635e-05
AAPL,F3,clipped_sgd,0,0.0004341600738071115,1.9341460015902605e-05
AAPL,F3,clipped_sgd,1,0.00043589468751581385,1.9334126780307635e-05
AAPL,F3,normalized_sgd,0,0.00047524990342396635,1.7637521118545635e-05
AAPL,F3,normalized_sgd,1,0.0004752235593352376,1.7637525444568495e-05
AAPL,F3,adam,0,0.00047523893440774563,1.763751691726444e-05
AAPL,F3,adam,1,0.00047523893440774563,1.763751691726444e-05
AAPL,F3,adamw,0,0.00047523886970583036,1.763751691726555e-05
AAPL,F3,adamw,1,0.00047523887110914755,1.7637516917265574e-05
AAPL,F4,sgd,0,0.0004369223178302882,2.9028324698837554e-05
AAPL,F4,sgd,1,0.000438815481297352,2.880574589522136e-05
AAPL,F4,clipped_sgd,0,0.0004369223178302882,2.9028324698837554e-05
AAPL,F4,clipped_sgd,1,0.000438815481297352,2.880574589522136e-05
AAPL,F4,normalized_sgd,0,0.0006550868212862707,1.922158026625357e-05
AAPL,F4,normalized_sgd,1,0.0006550729008060192,1.9221576490342623e-05
AAPL,F4,adam,0,0.0006549994975898016,1.9221567390954066e-05
AAPL,F4,adam,1,0.0006549994975898016,1.9221567390954063e-05
AAPL,F4,adamw,0,0.0006549967859483647,1.9221567391244375e-05
AAPL,F4,adamw,1,0.0006549968394508398,1.9221567391232117e-05
AAPL,F6,sgd,0,0.00043506789774965784,2.2186633629988317e-06
AAPL,F6,sgd,1,0.00043687863767911977,2.1793056110822987e-06
AAPL,F6,clipped_sgd,0,0.00043506789774965784,2.2186633629988317e-06
AAPL,F6,clipped_sgd,1,0.00043687863767911977,2.1793056110822987e-06
AAPL,F6,normalized_sgd,0,0.0006726705771436506,6.30032531732085e-10
AAPL,F6,normalized_sgd,1,0.0006756344886592962,6.245970669556956e-10
AAPL,F6,adam,0,0.0005777622648419539,2.157419859078401e-09
AAPL,F6,adam,1,0.000580569601384597,2.1331111151473415e-09
AAPL,F6,adamw,0,0.0005777254057598134,2.1585908945284645e-09
AAPL,F6,adamw,1,0.0005805285432502596,2.13428807236857e-09
AAPL,F7,sgd,0,0.00043569960667670643,1.0701956465288195e-05
AAPL,F7,sgd,1,0.00043753186238728757,1.0616050575197867e-05
AAPL,F7,clipped_sgd,0,0.00043569960667670643,1.0701956465288195e-05
AAPL,F7,clipped_sgd,1,0.00043753186238728757,1.0616050575197867e-05
AAPL,F7,normalized_sgd,0,0.0007345688049645509,5.322995691057346e-06
AAPL,F7,normalized_sgd,1,0.0007348553192151532,5.3230067657561755e-06
AAPL,F7,adam,0,0.0007346706760507871,5.322990826348312e-06
AAPL,F7,adam,1,0.0007346706760507871,5.322990826348312e-06
AAPL,F7,adamw,0,0.0007346652709038838,5.322990826584621e-06
AAPL,F7,adamw,1,0.0007346653652039702,5.322990826576279e-06
AAPL,F0,sgd,0,0.0001149963775241645,0.00021490604610341102
AAPL,F0,sgd,1,0.00011457396422121721,0.00021499474803572284
AAPL,F0,clipped_sgd,0,0.0001149963775241645,0.00021490604610341102
AAPL,F0,clipped_sgd,1,0.00011457396422121721,0.00021499474803572284
AAPL,F0,normalized_sgd,0,0.00011625907518754045,0.0002142847611364679
