block,model,noise,optimizer,filter,seed,steps,conv100,t_drop100,t_eps,eps_hit,slope,floor_p10,floor_p50,floor_p90,auc,holdout,elapsed_s
A,quadratic,N1,sgd,F0,51,4000,1,323,302,1,0.5333150487591238,0.0013052374714093394,0.001941475721606308,0.003179304719610235,-2.610042103975114,0.024572907460578858,0.03266074997372925
A,quadratic,N1,sgd,F0,52,4000,1,259,224,1,-0.7753889330516553,0.0008918264766353994,0.0015188913216754277,0.002210811368433475,-2.668614023291218,0.014193817364415324,0.03709649998927489
A,quadratic,N1,sgd,F0,53,4000,1,308,295,1,-0.4998267896844461,0.0010693750583734962,0.0017198500522733074,0.002532642012771486,-2.6226736304257594,0.014993823411305932,0.03301666700281203
A,quadratic,N1,sgd,F0,54,4000,1,404,226,1,-0.7373655764158547,0.001081358838108173,0.0018028957367138135,0.0026423251851260513,-2.673624017708983,0.02077451893534019,0.02730491600232199
A,quadratic,N1,sgd,F0,55,4000,1,274,196,1,1.1893357851478872,0.001340074309688167,0.0019450711813119134,0.0032160505621356616,-2.67441227422903,0.02354593212414368,0.04636725003365427
A,quadratic,N1,sgd,F0,56,4000,1,321,256,1,-0.3559940606578574,0.0013541023014964424,0.0018824598982461003,0.002467155497970621,-2.6291627124497796,0.02179105495053844,0.03205908299423754
A,quadratic,N1,sgd,F0,57,4000,1,327,210,1,-0.4258703462922059,0.0008796801388448628,0.001481183806513017,0.0021002698866756336,-2.70861234861215,0.018823276660275615,0.030068417021539062
A,quadratic,N1,sgd,F0,58,4000,1,306,281,1,-0.9002354113164461,0.0007676286988023081,0.0013341642388928687,0.0020852504724295576,-2.609763940012928,0.016706676003265482,0.03392141597578302
A,quadratic,N1,sgd,F0,59,4000,1,309,285,1,-1.285529383819968,0.0011834055839527145,0.0016933587742154594,0.002650581707233945,-2.6006138386807347,0.01621136786168772,0.048603458038996905
A,quadratic,N1,sgd,F0,60,4000,1,339,244,1,0.013391270771362148,0.0009694964602236325,0.001608067607793548,0.002539140122541324,-2.6604695609463342,0.021973813960202353,0.0358582089538686
A,quadratic,N1,sgd,F0,61,4000,1,258,233,1,-0.02419804784927085,0.0011899572562150229,0.001884051836282567,0.002991245410003456,-2.663191256053823,0.01830302572438626,0.043335082998964936
A,quadratic,N1,sgd,F0,62,4000,1,309,276,1,0.2984999965057196,0.0012262612176464505,0.0019244538076847633,0.0025718459888475044,-2.6491119858776035,0.017538920348188707,0.036253124999348074
A,quadratic,N1,sgd,F0,63,4000,1,253,209,1,1.2934012022660752,0.0009011624048723015,0.0016095455778019122,0.0025464039851871944,-2.6857896083606927,0.019342980483625448,0.03124162496533245
A,quadratic,N1,sgd,F0,64,4000,1,372,306,1,0.309129209801149,0.0010976579695220594,0.0018264092208848445,0.0025904343994798927,-2.6331603856997834,0.013839475456285113,0.028334458998870105
