model,optimizer,filter,seed,steps,conv,t_drop100,floor_p50,floor_p10,floor_p90,auc,final_grad
quadratic,sgd,F6,0,4000,0,4000,205.24357098800107,130.05053980054845,349.9483693952473,2.3254745362840827,241.19163001200968
quadratic,sgd,F6,1,4000,0,4000,90.81265197859932,29.83480029225275,370.8158441534163,2.1482458726231224,85.43410245749328
quadratic,sgd,F6,2,4000,0,4000,328.915530089427,27.701626733983478,478.17164754038225,1.768138233698275,317.4944429357131
quadratic,sgd,F6,3,4000,0,4000,424.3976704286473,324.37754218877774,1020.9834080494129,2.1056831833682876,326.5515154519757
quadratic,sgd,F6,4,4000,0,4000,1712.814050368947,1073.147392014917,4622.792078735643,2.565369597056192,987.9101845204387
quadratic,sgd,F6,5,4000,0,4000,293.6442498843245,59.08595433338822,1008.7733179940981,1.9800944468873374,284.59009394552277
quadratic,sgd,F6,6,4000,0,4000,150.76170942892935,91.96197863046592,299.0017179867931,1.76992791185921,71.63555704866586
quadratic,sgd,F6,7,4000,0,4000,133.29130114726664,61.01872749122061,399.504701513459,2.005167794104054,81.4786585334842
quadratic,adam,F0,0,4000,0,4000,39.194757180125634,36.37285960521056,44.99515439909905,1.7522623045970787,52.4476176407586
quadratic,adam,F0,1,4000,0,4000,39.7556444159751,34.55568029887382,46.5767770416587,1.6165810849863285,35.253648933259015
quadratic,adam,F0,2,4000,0,4000,33.86549033947526,27.034794268418025,46.131147385590204,1.399284442839449,40.26529833492985
quadratic,adam,F0,3,4000,0,4000,60.380884804970535,51.31314345430347,65.67323856584385,1.429683657153617,56.723573808981946
quadratic,adam,F0,4,4000,0,4000,84.21601884039725,54.668225523551996,111.68903008657412,1.6712636230188491,119.93238062681975
quadratic,adam,F0,5,4000,0,4000,43.1092947070685,31.150969676853034,49.963584856569476,1.5096696204911113,49.60260997072005
quadratic,adam,F0,6,4000,0,4000,25.85248119682603,18.938447750852426,32.54096777143528,1.3491685123541184,32.172331878742675
quadratic,adam,F0,7,4000,0,4000,37.37328773467168,34.327014767524254,42.15641330248144,1.5981043847099576,29.53938470939997
