ticker,filter,optimizer,seed,train_size,test_size,train_mse,holdout_mse_raw,holdout_loglik_raw,snr_filter_db,hurst_train_raw,hurst_train_smoothed,alpha_train_raw,alpha_train_smoothed
QQQ,F7,adamw,2,1000,200,9.33036274186171e-07,0.0003601741471896653,508.6042851697567,-19.038275272833516,0.5305666406944348,1.2211521331490094,1.021581561674994,1.1185807407434234
QQQ,F0,sgd,0,1000,200,0.00017855575175494402,0.00030314897839382336,526.7978008062912,inf,0.5252704792401105,0.5252704792401105,1.0844254900657067,1.0844254900657067
QQQ,F0,sgd,1,1000,200,0.00017969704122981344,0.0003032537814921746,526.7482378689671,inf,0.5252704792401105,0.5252704792401105,1.0844254900657067,1.0844254900657067
QQQ,F0,sgd,2,1000,200,0.00018095967300644147,0.0003040609692988316,526.5286209285987,inf,0.5252704792401105,0.5252704792401105,1.0844254900657067,1.0844254900657067
QQQ,F0,adam,0,1000,200,0.00017050107211202524,0.00030394625458536855,526.8332032556729,inf,0.5252704792401105,0.5252704792401105,1.0844254900657067,1.0844254900657067
QQQ,F0,adam,1,1000,200,0.00017050107211202524,0.00030394625458536855,526.8332032556729,inf,0.5252704792401105,0.5252704792401105,1.0844254900657067,1.0844254900657067
QQQ,F0,adam,2,1000,200,0.00017050107211202524,0.00030394625458536855,526.8332032556729,inf,0.5252704792401105,0.5252704792401105,1.0844254900657067,1.0844254900657067
QQQ,F0,adamw,0,1000,200,0.00017050107211203112,0.0003039462446185596,526.8332061350226,inf,0.5252704792401105,0.5252704792401105,1.0844254900657067,1.0844254900657067
QQQ,F0,adamw,1,1000,200,0.0001705010721120325,0.0003039462434364858,526.8332064695843,inf,0.5252704792401105,0.5252704792401105,1.0844254900657067,1.0844254900657067
QQQ,F0,adamw,2,1000,200,0.00017050107211203356,0.00030394624266503496,526.8332066998673,inf,0.5252704792401105,0.5252704792401105,1.0844254900657067,1.0844254900657067
QQQ,F1,sgd,0,1000,200,2.666271646331874e-05,0.0003032354368116709,526.7644502965184,-7.375230444521418,0.5252704792401105,0.752006699739255,1.0844254900657067,1.631264301920494
QQQ,F1,sgd,1,1000,200,2.6494548913466517e-05,0.00030335392896067,526.7103282069279,-7.375230444521418,0.5252704792401105,0.752006699739255,1.0844254900657067,1.631264301920494
QQQ,F1,sgd,2,1000,200,2.6804881389559153e-05,0.000304175620825,526.4858646001964,-7.375230444521418,0.5252704792401105,0.752006699739255,1.0844254900657067,1.631264301920494
QQQ,F1,adam,0,1000,200,1.1177403174127857e-05,0.0004588392144935126,484.4762366195064,-7.375230444521418,0.5252704792401105,0.752006699739255,1.0844254900657067,1.631264301920494
QQQ,F1,adam,1,1000,200,1.1177403174127857e-05,0.0004588392144935126,484.4762366195064,-7.375230444521418,0.5252704792401105,0.752006699739255,1.0844254900657067,1.631264301920494
